,Account Number,Latitude,Longitude,Legal Name,Address,FIPS,Tract,Block
226,86298,41.86888971,-87.63909893,"WHOLE FOODS MARKET GROUP, INC.",1101 S CANAL ST 1 107,170318419002074,841900,2074
227,86351,41.88575837,-87.64841059,MINT GROUP INC,820 W LAKE ST 1ST F,170318330001023,833000,1023
228,86463,41.88310863,-87.62794877,"CANAL STREET HOTEL, LCC.",1 W WASHINGTON ST  FLOOR,170318391001066,839100,1066
229,86522,41.88326585,-87.63876082,"ARAMARK SERVICES, INC",100 N RIVERSIDE PLZ 1ST,170312801002025,280100,2025
230,86938,41.87804565,-87.6301368,UNION LEAGUE CLUB OF CHICAGO,65 W JACKSON BLVD 4TH,170318391001104,839100,1104
231,87048,41.87181181,-87.62431550000001,"SAGE CLIENT 404, INC",800 S MICHIGAN AVE  MINI,170313206002010,320600,2010
232,87084,41.87942967,-87.62527091,"APPLAUSE FOOD SERVICES, INC.",65 E ADAMS ST 1,170313204001019,320400,1019
233,87208,41.87216696,-87.6295768,"BAR LOUIE DEARBORN, INC.",47 W POLK ST  FRST/,170318390003002,839000,3002
234,87212,41.8640026,-87.62393205,"MAINSTAY MANAGEMENT, LLC",1401 S MICHIGAN AVE  BSMT/,170313301003008,330100,3008
235,87214,41.88436188,-87.63316454,"KIMPTON HOTEL & RESTAURANT GROUP, INC.",171 W RANDOLPH ST  LOBBY,170318391001042,839100,1042
236,88863,41.87896179,-87.63973261,"SNUGGERY AT UNION STATION, INC",210 S CANAL ST 1ST,170312819001002,281900,1002
237,89175,41.88457477,-87.63572376,GIORDANO'S ENTERPRISES,310 W RANDOLPH ST GROUND,170318391001045,839100,1045
238,201182,41.86573231,-87.61966864,"Food For Thought Cafe at the Adler, Ltd.",1300 S LAKE SHORE DR,170313301004012,330100,4012
239,201245,41.88554185,-87.64822896,"817 W. Lake St., Inc.",817-819 W LAKE ST,170318330001026,833000,1026
240,201675,41.87856015,-87.63652387,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,170318391002006,839100,2006
241,201721,41.88542661,-87.65496569,"NOCTURNAL ENTERTAINMENTS, INC.",1111-1113 W LAKE ST 1ST,170318330002056,833000,2056
242,203386,41.88459574,-87.62879501,"Chicago Concessions Oriental, Inc.",24 W RANDOLPH ST  700,170318391001038,839100,1038
243,203391,41.88436312,-87.63250839,"Chicago Concessions Palace, Inc.",151 W RANDOLPH ST,170318391001042,839100,1042
244,205144,41.88066458,-87.62708936,"HILTON ILLINOIS, LLC",17 E MONROE ST,170313204001011,320400,1011
245,205565,41.88458627,-87.63101045,210 EAT COMPANY,100 W RANDOLPH ST 1 122,170318391001035,839100,1035
246,205657,41.884591799999995,-87.62979798,PETTERINO'S LLC,50 W RANDOLPH ST LOWER LEVEL,170318391001036,839100,1036
247,205901,41.876074100000004,-87.62618266,"Riace, Inc.",436 S WABASH AVE,170313204001033,320400,1033
248,206530,41.87779165,-87.63652434,KERRY NO. 5 LLC.,311 S WACKER DR LL,170318391002014,839100,2014
249,207515,41.88166488,-87.66085705,"PHIL & LOU'S, INC.",1330 W MADISON ST,170318330002099,833000,2099
250,208447,41.87930129,-87.63116779,"Massachusetts Elephant & Castle Group, Inc.",111 W ADAMS ST  2520,170318391001093,839100,1093
251,209217,41.86925517,-87.66006174,"BAR LOUIE TAYLOR,  INC.",1321 W TAYLOR ST,170312832001007,283200,1007
252,210267,41.87273361,-87.62899897,"HEBSON BROTHERS, INCORPORATED",731 - 733 S DEARBORN ST,170318390004001,839000,4001
253,210667,41.87279887,-87.62433781,CHICAGO HILTON LLC,720 S MICHIGAN AVE,170313206002007,320600,2007
254,211029,41.87360829,-87.63050029,"MAGZ 649, INC.",649 S CLARK ST 1ST,170318390001000,839000,1000
255,211897,41.87992331,-87.63880254,"BOSTON BLACKIES OF RIVERSIDE PLAZA, INC.",120 S RIVERSIDE PLZ 1ST 168,170312819003005,281900,3005
256,212340,41.87681397,-87.63162266,TAG AND RELEASE INCORPORATED,401 S LA SALLE ST,170318391002021,839100,2021
257,215987,41.88573771,-87.64975266,ROSEWOOD ENTERPRISES INC.,858 W LAKE ST,170318330001024,833000,1024
258,216013,41.87290438,-87.65403304,"VERNON PARK TAP L.L.C.,",1073 W VERNON PARK PL,170318333001011,833300,1011
259,216087,41.88438845,-87.65476119,REGENT ENTERTAINMENT INCORPORATED,1106-1108 W RANDOLPH ST 1ST,170318330002059,833000,2059
260,216569,41.88631251,-87.62054177,LAKESHORE LINKS FOOD & BEVERAGE LLC,221 N COLUMBUS DR,170313201003008,320100,3008
261,217437,41.88670756,-87.62788348,MCCORMICK & SCHMICK RESTAURANT CORP.,1 E WACKER DR,170313201002012,320100,2012
262,217560,41.88459747,-87.62850188,THE NOBLE FOOL THEATER COMPANY,16 W RANDOLPH ST,170318391001038,839100,1038
263,217744,41.88155996,-87.6543724,"CRAB STREET SALOON, L.P.",1061 W MADISON ST,170318331001007,833100,1007
264,218626,41.88156421,-87.63715967,CHICAGO MERCANTILE EXCHANGE INC.,20 S WACKER DR,170318391001074,839100,1074
265,219792,41.87950077,-87.64860812,"130 GREEN STREET, LLC",130 S GREEN ST,170318331001021,833100,1021
266,220038,41.878001399999995,-87.63446443,"HEALTHY PIZZA, INC.",225 W JACKSON BLVD GROUND #,170318391002013,839100,2013
267,222353,41.88451431,-87.64758485,"GIA ENTERTAINMENT, INC.",802-804 W RANDOLPH ST # 1ST,170318330001029,833000,1029
268,223194,41.87950365,-87.63296974,MIDNIGHT MIDLAND LLC,172 W ADAMS ST,170318391001095,839100,1095
269,229968,41.88663283,-87.65193719,"Follia, Inc.",953 W FULTON MARKET,170318330001018,833000,1018
270,229993,41.88310863,-87.62794877,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",1 W WASHINGTON ST 1-25,170318391001066,839100,1066
271,230392,41.88450758,-87.64802321,"ARGENT-NOVAC, LLC",812-816 W RANDOLPH ST,170318330001029,833000,1029
272,242919,41.87930129,-87.63116779,ELEPHANT & CASTLE (CHICAGO) CORPORATION,111 W ADAMS ST,170318391001093,839100,1093
273,243183,41.88195188,-87.63662035,"ONE NORTH, INC.",1 N WACKER DR,170318391001060,839100,1060
274,243376,41.88663162,-87.65202467,"955 FULTON SERVICES, INC.",955 W FULTON MARKET,170318330001018,833000,1018
275,243590,41.88670774,-87.63079458,"TUSCANY 77, L.L.C.",77 W WACKER DR,170318391001018,839100,1018
276,243734,41.88799989,-87.62256513,"CP HRC, L.L.C.",151 E WACKER DR,170313201002019,320100,2019
277,243896,41.88458837,-87.62327256,"FOOD FOR THOUGHT CATERING PROFESSIONALS, LTD.",130 E RANDOLPH ST 1ST,170313201002034,320100,2034
278,244896,41.88601957,-87.63999240000001,S. B. RESTAURANT CORP.,212 N CANAL ST,170312801001013,280100,1013
279,245067,41.88343591,-87.65781094,"OCCASIONS CHICAGO CATERING, INC.",116 N WILLARD CT,170318330002088,833000,2088
280,245209,41.86567654,-87.62564984,"BOUTIQUE HOSPITALITY COMPANY-1301 S. WABASH, LLC",1301 S WABASH AVE # 1ST,170313301001008,330100,1008
281,246206,41.86539976,-87.62593557,"HOWLEW, INC.",1310 S WABASH AVE,170313301001007,330100,1007
282,246900,41.88786189,-87.62541304,CASDAN INC.,75 E WACKER DR,170313201002005,320100,2005
283,247002,41.88177323,-87.65468908,"1104 MADISON STREET RESTAURANT, INC.",1104 W MADISON ST 1 #,170318330002110,833000,2110
284,249690,41.87077549,-87.6242927,"888 S. MICHIGAN SUSHI, INC.",888 S MICHIGAN AVE,170313206002010,320600,2010
285,250453,41.86357752,-87.62421512,"JJM DEVELOPMENT, LLC",1416-1418 S MICHIGAN AVE,170313301003009,330100,3009
286,250547,41.88416697,-87.62211329,"MUSIC AND DANCE THEATER CHICAGO, INC.",205 E RANDOLPH ST,170313201001010,320100,1010
287,250660,41.86957965,-87.65350906,"TATSU, INC.",1062 W TAYLOR ST,170318333001034,833300,1034
288,252331,41.88575165,-87.61292611,"YUP CHI YUEN, INC.",200 N LAKEFRONT DR,170310814031007,081403,1007
289,255903,41.88160519,-87.65118534,"CHITALIA CAFE, LTD.",939 W MADISON ST,170318331001006,833100,1006
290,256351,41.88464637,-87.6172485,SEVENTH INC.,400 E RANDOLPH ST 7,170313201003011,320100,3011
291,256742,41.8758026,-87.62573441,"AUDITORIUM THEATRE OF ROOSEVELT UNIVERSITY, INC.",50 E CONGRESS PKWY,170313204001032,320400,1032
292,258249,41.88775652,-87.62551819,"MRG ENTERPRISES, L.L.C.",71 E WACKER DR,170313201002005,320100,2005
293,259619,41.88554631,-87.64796643,"US BREWERS, INC.",811-813 W LAKE ST 1,170318330001026,833000,1026
294,259664,41.87343457,-87.66643368,DAVIDSON HOTEL COMPANY,625 S ASHLAND AVE,170318329001009,832900,1009
295,260643,41.87801449,-87.63318903,"175 BAR & GRILL, LLC",175 W JACKSON BLVD,170318391001107,839100,1107
296,261741,41.88100993,-87.61887159,"The Green At Grant Park, LLC",352 E MONROE DR,170313201001002,320100,1002
297,262366,41.86262829,-87.61503109,"CHICAGO SPORTSERVICE, LLC",1410 S MUSEUM CAMPUS DR,170313301004017,330100,4017
298,263548,41.86551745,-87.62564806,"BOUTIQUE HOSPITALITY COMPANY-1307 S. WABASH, L.L.C.",1307 S WABASH AVE,170313301001008,330100,1008
299,264533,41.86132048,-87.62583588,"M LOUNGE, INC.",1520 S WABASH AVE,170313301003014,330100,3014
300,264758,41.88744622,-87.65233895,RESTAURANT ASSOCIATES  L.L.C.,320 N MORGAN ST 10 600,170318330001013,833000,1013
301,264983,41.88476992,-87.65196798,"G CUE, LTD.",157 N MORGAN ST,170318330001033,833000,1033
302,265893,41.88066458,-87.62708936,"LOCKWOOD PALMER HOUSE, LLC",17 E MONROE ST 2,170313204001011,320400,1011
303,265894,41.87279887,-87.62433781,"BUCKINGHAM'S CHICAGO, LLC",720 S MICHIGAN AVE,170313206002007,320600,2007
304,265919,41.88663777,-87.65158723,"MOTO RESTAURANT, INC.",945 W FULTON MARKET,170318330001018,833000,1018
305,265942,41.88066458,-87.62708936,"POTTER'S BAR PALMER HOUSE, LLC",17 E MONROE ST 2,170313204001011,320400,1011
306,266295,41.87804963,-87.64774148,"SUSHI LOOP, INC.",810 W JACKSON BLVD,170318331001023,833100,1023
307,266772,41.87417385,-87.62437357,SPERTUS COLLEGE OF JUDAICA,610-616 S MICHIGAN AVE 1-10,170313206002001,320600,2001
308,267111,41.88755604,-87.61965509,BRE/SWISS LP,323 E WACKER DR,170313201003008,320100,3008
309,267782,41.87792458,-87.66684936,"ANGEL'S RESTAURANT, INC.",230 S ASHLAND AVE 1ST,170318381002031,838100,2031
310,268298,41.88238074,-87.62422863,"MILLENNIUM PARK JOINT VENTURE, LLC",11-35 N MICHIGAN AVE,170313201001012,320100,1012
311,268603,41.88651729,-87.62467769,"LIFESTAR HOTELS, LLC",230 N MICHIGAN AVE,170313201002014,320100,2014
312,269054,41.86101824,-87.6274171,"1530 State Restaurant, Inc.",1530 S STATE ST,170313302002012,330200,2012
313,269310,41.8852378,-87.62778183,"TheatreDreams Chicago, LLC",175 N STATE ST,170313201002024,320100,2024
314,270419,41.88198219,-87.62564147,"61 MADISON, INC.",61 E MADISON ST,170313204001009,320400,1009
315,271816,41.88423038,-87.65134305,"LA MEDITERRANEE, INC.",941 W RANDOLPH ST,170318330001046,833000,1046
316,271886,41.88649138,-87.66686458,"235 ASHLAND HOLDINGS, INC.",235 N ASHLAND AVE 1,170318330002035,833000,2035
317,272162,41.88076228,-87.63070759,"M3CVP - NF CHICAGO, LLC",51 S CLARK ST,170318391001077,839100,1077
318,272987,41.87669416,-87.63383684,"BAR COMPANY, LLC",404-406 S WELLS ST 1,170318391002016,839100,2016
319,273771,41.88450758,-87.64802321,TAQUERIA LIMITED PARTNERSHIP,812-816 W RANDOLPH ST,170318330001029,833000,1029
320,274639,41.88429596,-87.66077035,SYT GROUP LLC,1350 W RANDOLPH ST,170318330002038,833000,2038
321,275310,41.88166488,-87.66085705,"TAB Restaurants, Inc.",1330 W MADISON ST 1ST,170318330002099,833000,2099
322,275450,41.87804348,-87.64818021,"CPC 2004, LLC",820 W JACKSON BLVD,170318331001023,833100,1023
323,276172,41.88670423,-87.62549637,"MORTON'S OF CHICAGO/ WACKER PLACE, LLC",65 E WACKER PL,170313201002013,320100,2013
324,276740,41.88711459,-87.65087023,WAYMAN & SANGAMON LLC,311 N SANGAMON ST,170318330001074,833000,1074
325,277149,41.8867073,-87.63415039,"RICOBENE'S ON WELLS, LLC",205 W WACKER DR  130,170318391001027,839100,1027
326,277866,41.88663405,-87.65184963,"@ 35, INC.",951 W FULTON MARKET,170318330001018,833000,1018
327,278304,41.88651729,-87.62467769,"China Grill-Chicago, LLC",230 N MICHIGAN AVE,170313201002014,320100,2014
328,278481,41.87819911,-87.65717828,RACINE JACKSON CORP.,228 S RACINE AVE,170318331002007,833100,2007
329,279034,41.87588847,-87.63188472,"KEMPER SPORTS MANAGEMENT, INC.",440 S LA SALLE ST 3,170318391002020,839100,2020
330,279167,41.886952,-87.62987459,"LAGNIAPPE-A CREOLE CAJUN JOYNT, LLC",55 W RIVERWALK SOUTH,170318391001012,839100,1012
331,279886,41.87651205,-87.63088559,CLOSE-UP 2 LLC,416 S CLARK ST 1,170318391002021,839100,2021
332,281776,41.86468124,-87.64636586,"GABI CABRERA, INC.",733 W MAXWELL ST,170318419002040,841900,2040
333,281839,41.88449669,-87.64866551,"832 RANDOLPH, INC.",832 W RANDOLPH ST,170318330001030,833000,1030
334,283002,41.88457448,-87.635778,"GOLDEN BUDHA, INC.",312 W RANDOLPH ST,170318391001045,839100,1045
335,283130,41.8742654,-87.62935646,"JBS RESTAURANT,LTD",614-618 S DEARBORN ST,170318390004002,839000,4002
336,284013,41.88175885,-87.65540665,"BIBO RESTAURANT MANAGEMENT, INC.",1122-1124 W MADISON ST,170318330002110,833000,2110
337,284728,41.86883411,-87.62600895,ELEVEN CITY DINER LLC,1112 S WABASH AVE,170313206001010,320600,1010
338,285575,41.882940600000005,-87.63400629,"BLONDES HAVE MORE FUN, INC.",40 N WELLS ST 1ST,170318391001055,839100,1055
339,285703,41.88188623,-87.63661833,"ONE SOUTH WACKER RESTAURANT GROUP, LLC",1 S WACKER DR,170318391001072,839100,1072
340,285807,41.88642433,-87.62616828,"PRISA HOTEL, LLC",225 N WABASH AVE,170313201002013,320100,2013
341,285868,41.88600583,-87.62082896,Fairmont Hotels & Resorts (U.S.) Inc.,200 N COLUMBUS DR,170313201002032,320100,2032
342,285923,41.87714679,-87.62912123,"MENSEY AFFAIRS, INC.",343 S DEARBORN ST  101,170318391001102,839100,1102
343,286723,41.86101824,-87.6274171,"YOLK, INC.",1530 S STATE ST,170313302002012,330200,2012
344,287445,41.86888416,-87.63939254,"THE NOODLE SHOP, CO.-COLORADO, INC.",1100 S CANAL ST  R104,170318419002024,841900,2024
345,287948,41.87801449,-87.63318903,CAPO INVESTMENTS LLC,175 W JACKSON BLVD  316,170318391001107,839100,1107
346,288229,41.86475566,-87.64669918,"MAX 18, INC.",1325 S HALSTED ST,170318419002040,841900,2040
347,290032,41.86551745,-87.62564806,"ZAPATISTA'S RESTAURANT, LLC",1307 S WABASH AVE,170313301001008,330100,1008
348,290371,41.86183111,-87.62387913,"Weather Mark Group, LLC",1503 S MICHIGAN AVE,170313301003008,330100,3008
349,290539,41.87556911,-87.62938323,"PRINTERS ROW, LLC",500 S DEARBORN ST 1ST - 11TH,170318391002028,839100,2028
350,290791,41.8652975,-87.62563701,"THE LOFT RESTAURANT AND LOUNGE OF CHICAGO, LLC",1315 S WABASH AVE 1,170313301001008,330100,1008
351,292008,41.86631006,-87.61027015,"BLACK TIE PARTY SERVICES, INC.",1300 S LYNN WHITE DR,170313301004011,330100,4011
352,292054,41.87556911,-87.62938323,Levee District LLC,500 S DEARBORN ST,170318391002028,839100,2028
353,292688,41.86490383,-87.64605899,"JUNIOR'S SPORTS LOUNGE, INC.",724 W MAXWELL ST,170318419002041,841900,2041
354,293402,41.88160519,-87.65118534,"Ciao! Cafe, Inc.",939 W MADISON ST,170318331001006,833100,1006
355,293406,41.86468822,-87.64574327,"ATP Investments, LLC",717 W MAXWELL ST,170318419002040,841900,2040
356,293885,41.88775652,-87.62551819,"WPHG HOTEL 71 BEVERAGE, L.L.C.",71 E WACKER DR,170313201002005,320100,2005
357,293906,41.86427438,-87.64668907,"REGGIO'S PIZZA EXPRESS III, INC.",1339 S HALSTED ST,170318419002052,841900,2052
358,294206,41.88630857,-87.63231876,"RIVER NORTH TAP, INC.",221 N LA SALLE ST,170318391001017,839100,1017
359,294753,41.88666509,-87.64925513,FULTON PEORIA PARTNERS LLC,845 W FULTON MARKET,170318330001020,833000,1020
360,295457,41.86468206,-87.64628815,"HASHBROWNS, LLC",731 W MAXWELL ST,170318419002040,841900,2040
361,296081,41.86548227,-87.64672081,"SOUTH HALSTED STREET, LLC",1257 S HALSTED ST 1 37,170318419002045,841900,2045
362,296406,41.88153436,-87.65565022,"THIRD RAIL TAVERN, INC.",1133 W MADISON ST,170318331001012,833100,1012
363,296648,41.87434627,-87.62584808,"THAI SPOON, INC.",601 S WABASH AVE,170313206002002,320600,2002
364,296741,41.86490157,-87.64629229,"KOHAN KAKU, CORPORATION",730 W MAXWELL ST,170318419002041,841900,2041
365,298020,41.88637482,-87.62467544,"BLM-CHICAGO, LLC",224-230 N MICHIGAN AVE,170313201002014,320100,2014
366,298732,41.88621149,-87.62645226,"35 EAST WACKER RESTAURANT, LLC",216 N WABASH AVE 1,170313201002023,320100,2023
367,298945,41.87943076,-87.63243937,"NAK INVESTMENT COMPANY, INC.",190 S LA SALLE ST,170318391001095,839100,1095
368,299018,41.88193668,-87.62925348,"FFT AT SABW , LLC",1 S DEARBORN ST 37TH,170318391001078,839100,1078
369,299735,41.87684968,-87.64198533,HADAS CO.,560 W VAN BUREN ST,170312819001023,281900,1023
370,299821,41.87743774,-87.62858234,PLYMOUTH RESTAURANT INC.,327 S PLYMOUTH CT,170318391001101,839100,1101
371,300607,41.88480929,-87.63553584,"MOMMA AND JIMMY'S GENIE, INC.",160 N FRANKLIN ST,170318391001045,839100,1045
372,301126,41.88151441,-87.62449559999999,"24 SOUTH MICHIGAN, LLC",24 S MICHIGAN AVE 1ST,170313204001008,320400,1008
373,301471,41.8803341,-87.63658024,111 WACKER RESTAURANT CORP.,111 S WACKER DR,170318391002001,839100,2001
374,301531,41.8769812,-87.65715348,"324 S. RACINE, LLC",324 S RACINE AVE,170318331002015,833100,2015
375,302488,41.88193668,-87.62925348,"ROSE DEARBORN, INC.",1 S DEARBORN ST,170318391001078,839100,1078
376,304306,41.86900222,-87.62427007,"SBY-RG GROUP, LLC",1108 S MICHIGAN AVE,170313206001008,320600,1008
377,304670,41.88537249,-87.65821234,LAKE ELIZABETH LLC,1235-1237 W LAKE ST 1,170318330002053,833000,2053
378,306131,41.86648928,-87.62427931,PONGPRANEE INC.,1234 S MICHIGAN AVE 1,170313301001001,330100,1001
379,306327,41.8857782,-87.62779374,ECD-GREAT STREET LLC,201 N STATE ST 1-27,170313201002023,320100,2023
380,307712,41.88439289,-87.65449755,SOUP CAN PRODUCTIONS LLC,1100-1104 W RANDOLPH ST 1 & 2,170318330002059,833000,2059
381,308305,41.88451181,-87.64776052,NAR HOOKAH LLC,806-808 W RANDOLPH ST,170318330001029,833000,1029
382,308424,41.88543167,-87.62611929,ELEPHANT & CASTLE ILLINOIS CORPORATION,185 N WABASH AVE BSMT & 1,170313201002021,320100,2021
383,311103,41.88166708,-87.66070752,"WEST LOOP TAP, L.L.C.",1326-1328 W MADISON ST 1,170318330002099,833000,2099
384,311724,41.88408814,-87.65987222,"FLIRTY GIRL FITNESS CHICAGO, LLC",1325 W RANDOLPH ST 1,170318330002066,833000,2066
385,311990,41.88071758,-87.63658911,ROM WACKER LLC,71 S WACKER DR 1,170318391001087,839100,1087
386,312423,41.88463208,-87.62224799,"MAC CLUB, LLC",200 E RANDOLPH ST 80,170313201002032,320100,2032
387,313337,41.88342264,-87.62802165,"AMERICAN MULTI-CINEMA, INC.",108 N STATE ST 4 434,170318391001067,839100,1067
388,313641,41.88181877,-87.62635317,"CRESTLINE HOTELS & RESORTS, INC.",10-16 S WABASH AVE 1-10,170313204001010,320400,1010
389,313994,41.87748908,-87.63504471,"325 S FRANKLIN, LLC",325 S FRANKLIN ST FIRST FLOOR,170318391002013,839100,2013
390,314818,41.88436188,-87.63316454,KHRG ALLEGRO LLC,171 W RANDOLPH ST 1-19,170318391001042,839100,1042
391,314890,41.87856015,-87.63652387,"SALSERIA GRILL & CANTINA, INC.",233 S WACKER DR  2,170318391002006,839100,2006
392,314944,41.865360700000004,-87.64671741,"FRANCONELLO'S RESTAURANT, LLC",1301 S HALSTED ST 1,170318419002041,841900,2041
393,315176,41.86593104,-87.6214942,"LITTLE BRANCH CAFE, INC.",1251 S PRAIRIE AVE 1 B,170313301003000,330100,3000
394,316961,41.88545388,-87.634069,LITH CAFE CORP.,186 N WELLS ST 1ST,170318391001033,839100,1033
395,317186,41.88581504,-87.64966727,205 N. PEORIA INC.,205 N PEORIA ST 1,170318330001024,833000,1024
396,317796,41.88532364,-87.66144297,"DANGER ROCK, LLC",1369-1375 W LAKE ST 1-2,170318330002038,833000,2038
397,317802,41.88666985,-87.64890501,"845 W. FULTON, LLC",837 W FULTON MARKET,170318330001020,833000,1020
398,318860,41.87714679,-87.62912123,"RED DOLPHIN ENTERPRISES, LLC",343 S DEARBORN ST,170318391001102,839100,1102
399,320205,41.86786709,-87.62568684,"SAM'S WINES & LIQUORS SL, LLC",1147-1157 S WABASH AVE 1,170313206001009,320600,1009
400,321310,41.87213527,-87.62877590000001,"THE JAZZ SHOWCASE, INC.",806 S PLYMOUTH CT 1,170318390003002,839000,3002
401,321530,41.88454011,-87.62430852,"BAR MILLENIUM, INC.",151 N MICHIGAN AVE LOWER LEVEL C16,170313201002029,320100,2029
402,322104,41.88298732,-87.65014023,"SUSHI PINK, INC.",909 W WASHINGTON BLVD 1,170318330001068,833000,1068
403,322240,41.88448745,-87.64919116,VEERASWAY LIMITED PARTNERSHIP,844 W RANDOLPH ST 1,170318330001030,833000,1030
404,322341,41.88429481,-87.64757970000001,"ASIMIS, INC.",803 W RANDOLPH ST,170318330001049,833000,1049
405,322493,41.87365926,-87.6243595,"SAGE RESTAURANT MANAGER, LLC",636-638 S MICHIGAN AVE,170313206002001,320600,2001
406,322760,41.8852378,-87.62778183,"MSG CHICAGO, LLC",175 N STATE ST,170313201002024,320100,2024
407,323791,41.86607359,-87.62426767,TUIT INCORPORATED,1250 S MICHIGAN AVE 1 D,170313301001001,330100,1001
408,325234,41.88573771,-87.64975266,THE FULTON MARKET CO.,858 W LAKE ST 1 & 2,170318330001024,833000,1024
409,328772,41.88374822,-87.63666184,"SUSHI PARA LOOP, LTD.",123 N WACKER DR 1ST 125,170318391001050,839100,1050
410,329621,41.87896179,-87.63973261,"CORPORATE CONCIERGE SERVICES, INC.",210 S CANAL ST 1 & MEZZ,170312819001002,281900,1002
411,329624,41.88545575,-87.65315631,"FORMISANO, INC.",1023 W LAKE ST 1,170318330001038,833000,1038
412,329635,41.88426637,-87.64927147,JAIPUR FOODS CORP.,847 W RANDOLPH ST 1,170318330001048,833000,1048
413,330522,41.87285167,-87.62900326,"FLACO'S TACOS, LLC",725 S DEARBORN ST,170318390004001,839000,4001
414,330942,41.87352003,-87.65696052,JOHNNY D THREE CORP.,624-626 S RACINE AVE 1,170318329002019,832900,2019
415,330964,41.88248143,-87.62607683,"TK CHICAGO LOOP, LLC",17 N WABASH AVE 2,170313201001018,320100,1018
416,332124,41.86570261,-87.62396591,"ANNAPURNA, INC.",1301 S MICHIGAN AVE 1ST,170313301001010,330100,1010
417,333176,41.88458837,-87.62327256,"PRUDENTIAL PIZZA, INC.",130 E RANDOLPH ST 1,170313201002034,320100,2034
418,334719,41.87800198,-87.63440913,"GNS PIZZA, INC.",223-225 W JACKSON BLVD 1,170318391002012,839100,2012
419,335298,41.88584075,-87.63335636,"MR. 312, INC.",180 W LAKE ST 1ST FL,170318391001025,839100,1025
420,335912,41.8817605,-87.65532425,"THE CROSS ROADS BAR & GRILL, LLC",1120-1124 W MADISON ST 1,170318330002110,833000,2110
421,336613,41.86101824,-87.6274171,TAPA TAPA LLC,1530 S STATE ST 1ST,170313302002012,330200,2012
422,336717,41.88642433,-87.62616828,CHIEF II CHICAGO HOTEL LESSEE LLC,225 N WABASH AVE 1 - 19,170313201002013,320100,2013
423,337727,41.86921678,-87.66249389,JAY'S CHICAGO INCORPORATED,1421 W TAYLOR ST,170312831001000,283100,1000
424,340380,41.87803443,-87.63117141,"JA CHICAGO CLUB, LLC",111 W JACKSON BLVD 25,170318391001105,839100,1105
425,340661,41.88624675,-87.66093333,"BOUTIQUE BITES, LLC",224 N ADA ST,170318330002040,833000,2040
426,341407,41.88451431,-87.64758485,"BANDOLEROS, INC.",802-804 W RANDOLPH ST 1ST,170318330001029,833000,1029
427,342943,41.86919899,-87.66354974,"BLACKWATER 3, LLC",1447-1449 W TAYLOR ST,170312831001000,283100,1000
428,343162,41.88637741,-87.62438167,"SWEETWATER TAVERN & GRILLE, LLC",225 N MICHIGAN AVE 1ST 100,170313201002030,320100,2030
429,343196,41.88100993,-87.61887159,"DUBLIN'S ON THE GREEN, INC.",352 E MONROE DR 1ST,170313201001002,320100,1002
430,344863,41.87148773,-87.62736964,"JIMMY GREENS, LLC",823-825 S STATE ST 1ST,170313206002013,320600,2013
431,345047,41.88581504,-87.64966727,"205 I.C., INC",205-209 N PEORIA ST 1ST,170318330001024,833000,1024
432,345856,41.88562155,-87.63480049,UNDER THE EL LLC,223 W LAKE ST 1ST,170318391001033,839100,1033
433,347093,41.88429093,-87.64784177,"LAM AND THE GOAT, LLC",809-813 W RANDOLPH ST 1ST AND BASEMENT,170318330001049,833000,1049
434,347228,41.88133481,-87.62633547,"FLAT OUT CRAZY, LLC",30 S WABASH AVE 1ST,170313204001010,320400,1010
435,347889,41.87950077,-87.64860812,"KARYN'S ON GREEN, INC.",130 S GREEN ST 1ST AND MEZZANINE,170318331001021,833100,1021
436,348052,41.88461562,-87.63668236,PRIME BAR CHICAGO LLC,155 N WACKER DR 1ST,170318391001045,839100,1045
437,348458,41.88550434,-87.61755078,"CRO-SAN LUIS DEVELOPMENT, LLC",180 N FIELD BLVD 2ND & ROOFTOP 208,170313201003009,320100,3009
438,349355,41.8867073,-87.63415039,ALLSTARS ON WELLS LLC,205 W WACKER DR 1 101,170318391001027,839100,1027
439,349623,41.86539976,-87.62593557,"FLO AND SANTO, LLC",1310 S WABASH AVE 1ST,170313301001007,330100,1007
440,349952,41.86927518,-87.65878741,2 KNIGHTS LLC,1251-1259 W TAYLOR ST 1ST,170312832001008,283200,1008
441,350131,41.871444200000006,-87.62607513,"SURAJISHWAR, INC.",828 S WABASH AVE 1ST,170313206002012,320600,2012
442,350214,41.87947786,-87.63531103,"COOL SUSHI, CORP.",300 W ADAMS ST 1 & MEZZ,170318391002001,839100,2001
443,350215,41.884288899999994,-87.66127942,"REINS INTERNATIONAL CHICAGO, INC.",1364 W RANDOLPH ST 1ST,170318330002038,833000,2038
444,350288,41.88153575,-87.65558049,"OASIS MADISON, INC",1131 W MADISON ST 1,170318331001012,833100,1012
445,351150,41.86262829,-87.61503109,"ARAMARK SPORTS AND ENTERTAINMENT SERVICES, LLC",1410 S MUSEUM CAMPUS DR,170313301004017,330100,4017
446,351162,41.87943076,-87.63243937,ARA ON INC.,190 S LA SALLE ST 1ST,170318391001095,839100,1095
