ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1299510-20071116,1857533,65866,3,COOKTEK LLC.,COOKTEK LLC.,810 W WASHINGTON BLVD,CHICAGO,IL,60607,27,1,27-1,12,1010,Limited Business License,,,1299510,RENEW,,09/21/2007,04/10/2008,N,11/16/2007,11/15/2008,04/10/2008,04/11/2008,AAC,04/14/2008,,41.883246471,-87.647958682,"(41.883246470993235, -87.64795868219734)"
1492598-20080316,1886938,276732,1,"SAPPHIRE TECHNOLOGIES, LLC","SAPPHIRE TECHNOLOGIES OF DE, LLC",70 W MADISON ST  1650,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1492598,RENEW,,01/22/2008,06/06/2008,N,03/16/2008,03/15/2010,06/06/2008,07/09/2008,AAC,01/26/2009,,41.882093367,-87.630391645,"(41.882093367301316, -87.63039164462683)"
1488945-20071116,1862830,274926,1,"KOVITZ SECURITIES, LLC","KOVITZ SECURITIES, LLC",222 W ADAMS ST  2160,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,,,1488945,RENEW,,09/21/2007,12/06/2007,N,11/16/2007,09/15/2008,12/06/2007,12/07/2007,AAC,08/11/2008,,41.879487754,-87.634442228,"(41.879487753534356, -87.63444222788623)"
1448331-20080516,1896761,215641,3,"STAFFMARK EAST, LLC",STAFFMARK EAST LLC,1347 W WASHINGTON BLVD,CHICAGO,IL,60607,27,7,27-7,12,1010,Limited Business License,,,1448331,RENEW,,03/24/2008,05/19/2008,N,05/16/2008,05/15/2010,05/19/2008,05/20/2008,AAC,04/13/2009,,41.882800919,-87.661494053,"(41.88280091941264, -87.66149405259488)"
2115070-20150916,2416898,366213,1,"Anderson Financial Management & Accounting, PLLC","Anderson Financial Management & Accounting, PLLC",10 S RIVERSIDE PLZ 8 875,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,897,Financial Services,2115070,RENEW,,07/15/2015,08/19/2015,N,09/16/2015,09/15/2017,08/19/2015,08/20/2015,AAC,04/07/2017,,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)"
45172-20060516,1683857,6611,1,THREE SON'S FOOD & LIQUOR INC,THREE SON'S FOOD & LIQUOR,1311 W TAYLOR ST,CHICAGO,IL,60607,28,25,28-25,12,1006,Retail Food Establishment,,,45172,RENEW,,03/27/2006,05/09/2006,N,05/16/2006,05/15/2007,05/09/2006,05/10/2006,AAC,09/20/2006,,41.869261795,-87.659650774,"(41.86926179479487, -87.65965077399696)"
2157725-20150516,2389100,353051,3,BRIDGE TO SUCCESS,The Bottomline,1236 S HALSTED ST FIRST,CHICAGO,IL,60607,11,,11-,,1010,Limited Business License,,,2157725,RENEW,,03/15/2015,04/30/2015,N,05/16/2015,05/15/2017,04/30/2015,05/01/2015,AAC,04/10/2017,,41.866079747,-87.647030732,"(41.866079747312284, -87.64703073185885)"
1275887-20051116,1630422,39288,2,"CLICK COMMERCE, INC.","CLICK COMMERCE, INC.",200 E RANDOLPH ST 52,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,1275887,RENEW,,09/22/2005,01/12/2006,N,11/16/2005,11/15/2006,02/04/2006,02/06/2006,AAC,04/05/2006,,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)"
2158475-20120612,2158475,315959,2,EMMA R. STEELE,EMMA R. STEELE,720 S DEARBORN ST 2ND 201,CHICAGO,IL,60605,4,54,4-54,1,1605,Street Performer,,,2158475,ISSUE,06/12/2012,06/12/2012,06/12/2012,N,06/12/2012,04/15/2013,,06/12/2012,AAC,12/29/2012,,41.872924414,-87.629299735,"(41.872924414089155, -87.62929973479568)"
14340-20021116,1291484,63092,2,"DART PRINTING, INC","DART PRINTING, INC",70 E LAKE ST 2ND,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,14340,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,11/12/2002,11/13/2002,AAC,11/04/2003,,41.885842254,-87.625454996,"(41.88584225386183, -87.62545499553204)"
2451595-20160224,2451595,404269,1,"BRIDGEWATER STUDIO, INC.","BRIDGEWATER STUDIO, INC.",125 S RACINE AVE 1ST EAST,CHICAGO,IL,60607,25,16,25-16,12,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,2451595,ISSUE,02/22/2016,02/22/2016,02/22/2016,N,02/24/2016,03/15/2018,02/23/2016,02/24/2016,AAC,04/10/2017,,41.87954508,-87.656928887,"(41.87954507966496, -87.65692888704255)"
38398-20030816,1360777,15615,1,COMMUNICATIONS DIRECT INC,COMMUNICATIONS DIRECT INC,1132 S JEFFERSON ST,CHICAGO,IL,60607,25,28,25-28,1,1010,Limited Business License,,,38398,RENEW,,06/24/2003,08/05/2003,N,08/16/2003,08/15/2004,08/05/2003,08/06/2003,AAC,08/05/2004,,41.867951229,-87.642361632,"(41.86795122941471, -87.64236163228834)"
1042377-20061116,1753412,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,09/20/2006,10/13/2006,N,11/16/2006,11/15/2007,11/17/2006,11/20/2006,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20080916,1918005,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,07/15/2008,08/12/2008,N,09/16/2008,09/15/2010,12/22/2008,12/23/2008,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20100916,2044844,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,07/15/2010,08/26/2010,N,09/16/2010,09/15/2012,08/26/2010,08/27/2010,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20020516,1240661,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,03/27/2002,05/15/2002,05/15/2002,N,05/16/2002,11/15/2002,05/15/2002,05/16/2002,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20071116,1857208,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,09/21/2007,11/30/2007,N,11/16/2007,09/15/2008,11/30/2007,11/30/2007,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20120916,2173750,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,07/16/2012,09/11/2012,N,09/16/2012,09/15/2014,09/19/2012,09/20/2012,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20160916,2478500,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/23/2016,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20080916,1918004,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,07/15/2008,08/12/2008,N,09/16/2008,09/15/2010,08/12/2008,08/13/2008,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20030516,1349304,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,03/25/2003,05/07/2003,04/24/2003,N,05/16/2003,11/15/2003,05/07/2003,05/08/2003,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20100916,2044845,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,07/15/2010,08/26/2010,N,09/16/2010,09/15/2012,09/10/2010,09/13/2010,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20140916,2343680,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,07/15/2014,09/10/2014,N,09/16/2014,09/15/2016,09/10/2014,09/11/2014,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20051116,1633660,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,09/22/2005,10/19/2005,N,11/16/2005,11/15/2006,10/28/2005,10/31/2005,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20021116,1291809,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,09/24/2002,11/01/2002,10/23/2002,N,11/16/2002,11/15/2003,11/01/2002,11/04/2002,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20071116,1857209,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,09/21/2007,11/30/2007,N,11/16/2007,09/15/2008,11/30/2007,11/30/2007,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20041116,1531952,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,09/27/2004,11/04/2004,N,11/16/2004,11/15/2005,11/12/2004,12/06/2004,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20140916,2343681,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,07/15/2014,09/10/2014,N,09/16/2014,09/15/2016,09/10/2014,09/11/2014,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20051116,1633659,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,09/22/2005,10/19/2005,N,11/16/2005,11/15/2006,12/14/2005,12/15/2005,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1888553-20160916,2480731,326923,2,"ICROSSING, INC.","ICROSSING, INC.",333 W WACKER DR 8 850,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1888553,RENEW,,07/15/2016,09/06/2016,N,09/16/2016,09/15/2018,09/06/2016,09/07/2016,AAC,04/11/2017,,41.886025413,-87.636297703,"(41.886025412541144, -87.63629770323044)"
1042378-20031116,1417767,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,09/26/2003,11/12/2003,N,11/16/2003,11/15/2004,11/20/2003,11/21/2003,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20031116,1434541,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,09/26/2003,11/12/2003,N,11/16/2003,11/15/2004,12/10/2003,12/10/2003,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20041116,1531953,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,09/27/2004,11/04/2004,N,11/16/2004,11/15/2005,11/19/2004,12/06/2004,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20021116,1291808,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,09/24/2002,11/01/2002,10/23/2002,N,11/16/2002,05/15/2003,11/01/2002,11/04/2002,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20120916,2173749,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,07/16/2012,09/11/2012,N,09/16/2012,09/15/2014,09/11/2012,09/11/2012,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042377-20160916,2478499,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,1042377,RENEW,,07/15/2016,08/31/2016,N,09/16/2016,09/15/2018,08/31/2016,09/23/2016,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
1042378-20061116,1753411,63801,3,CHICAGO THEATRE GROUP INC,The Goodman Theatre,170 N DEARBORN ST,CHICAGO,IL,60601,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1042378,RENEW,,09/20/2006,10/13/2006,N,11/16/2006,11/15/2007,11/01/2006,11/02/2006,AAC,04/11/2017,,41.885142426,-87.629624335,"(41.88514242565978, -87.62962433514399)"
2088648-20170116,2499956,358881,2,"NEW VENTURES II, INC.",GATEWAY NEWSTANDS,233 N MICHIGAN AVE 1ST,CHICAGO,IL,60601,42,44,42-44,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2088648,RENEW,,11/15/2016,01/09/2017,N,01/16/2017,01/15/2019,01/09/2017,01/10/2017,AAC,06/27/2017,,41.886567371,-87.624384671,"(41.886567370886944, -87.62438467059714)"
54794-20040216,1414706,39236,1,NLI PROPERTIES CENTRAL INC,NLI PROPERTIES CENTRAL INC,190 S LA SALLE ST # 1660,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,54794,RENEW,,12/15/2003,01/26/2004,N,02/16/2004,05/15/2004,12/22/2003,01/27/2004,AAC,04/30/2004,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
62879-20040216,1410826,19832,1,"GLENCOE CAPITAL, LLC",GLENCOE CAPITAL LLC,190 S LA SALLE ST 1ST,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,62879,RENEW,,12/15/2003,02/17/2004,N,02/16/2004,05/15/2004,12/22/2003,02/18/2004,AAC,04/30/2004,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1649735-20100416,2019975,298945,1,"NAK INVESTMENT COMPANY, INC.",SHIKAGO,190 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1649735,RENEW,,02/11/2010,04/12/2010,N,04/16/2010,04/15/2012,04/12/2010,04/12/2010,AAC,08/02/2010,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1823447-20080416,1891460,318811,1,BRIAR HALL LLC,BRIAR HALL LLC,190 S LA SALLE ST 21 2100,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1823447,RENEW,,02/19/2008,04/09/2008,N,04/16/2008,04/15/2010,04/09/2008,04/10/2008,AAC,04/11/2008,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
84211-20011116,1188716,81424,1,MCGRAW HILL FINANCIAL INC,MCGRAW HILL FINANCIAL INC,180 N STETSON AVE  TWO P,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,84211,RENEW,,10/03/2001,10/29/2001,N,11/16/2001,11/15/2002,10/29/2001,10/04/2002,AAC,10/23/2002,,41.885367821,-87.622447201,"(41.885367821459624, -87.62244720125689)"
1891718-20080220,1891718,327739,1,FXMARKETSPACE INC.,FXMARKETSPACE,190 S LA SALLE ST 16 1630,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1891718,ISSUE,02/20/2008,02/20/2008,02/20/2008,N,02/20/2008,04/15/2010,02/20/2008,02/20/2008,AAC,12/26/2008,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1675055-20100416,2019976,298945,1,"NAK INVESTMENT COMPANY, INC.",SHIKAGO,190 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1481,Caterer's Liquor License,,,1675055,RENEW,,02/11/2010,04/12/2010,N,04/16/2010,04/15/2012,04/12/2010,04/12/2010,AAC,08/02/2010,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
2269850-20130723,2269850,382339,1,"SP4 190 S. LASALLE, L.P.","SP4 190 S. LASALLE, L.P.",190 S LA SALLE ST LOWER LEVEL,CHICAGO,IL,60603,42,9,42-9,1,1002,Accessory Garage,726,"Provide Parking Spaces For a Fee - to Residents, Tenants, Users, Employees and/or Guests (Not Available or Advertised to the Public)",2269850,ISSUE,06/21/2013,07/23/2013,07/23/2013,N,07/23/2013,08/15/2015,07/23/2013,07/23/2013,AAC,08/06/2013,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1898088-20120416,2140755,329499,1,MID CITY CARDS AND GIFTS 2 INC.,MID CITY CARDS AND GIFTS,190 S LA SALLE ST LOBBY,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1898088,RENEW,,02/17/2012,04/09/2012,N,04/16/2012,04/15/2014,04/09/2012,04/09/2012,AAC,08/06/2012,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
43764-20080416,1890431,86202,3,"ORACLE AMERICA, INC.","SUN MICROSYSTEMS, INC",190 S LA SALLE ST  1400,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,43764,RENEW,,02/19/2008,04/11/2008,N,04/16/2008,04/15/2010,04/11/2008,04/14/2008,AAC,09/09/2008,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
21601-20050516,1581831,8970,17,"COMPASS GROUP USA, INC.","COMPASS GROUP/MAYER,BROWN,PLAT",190 S LA SALLE ST 1ST,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,21601,RENEW,,03/23/2005,05/16/2005,N,05/16/2005,05/15/2006,05/16/2005,05/17/2005,AAC,05/02/2006,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1823447-20070618,1823447,318811,1,BRIAR HALL LLC,BRIAR HALL LLC,190 S LA SALLE ST 21 2100,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1823447,ISSUE,06/15/2007,06/15/2007,06/15/2007,N,06/18/2007,04/15/2008,06/15/2007,06/18/2007,AAC,04/11/2008,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
2137434-20160216,2441687,369295,1,"Jeangallery.com, Inc.",150 Cleaner and Shoe Repair,150 N MICHIGAN AVE LOWER LEVEL B5,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,,,2137434,RENEW,,12/15/2015,01/29/2016,N,02/16/2016,02/15/2018,01/29/2016,01/29/2016,AAC,04/12/2017,,41.884530964,-87.624602045,"(41.88453096378336, -87.62460204460082)"
1898087-20120416,2140756,329499,1,MID CITY CARDS AND GIFTS 2 INC.,MID CITY CARDS AND GIFTS,190 S LA SALLE ST LOBBY,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,,,1898087,RENEW,,02/17/2012,04/09/2012,N,04/16/2012,04/15/2014,04/09/2012,04/09/2012,AAC,08/29/2012,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1649736-20100416,2019977,298945,1,"NAK INVESTMENT COMPANY, INC.",SHIKAGO,190 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,1475,Consumption on Premises - Incidental Activity,,,1649736,RENEW,,02/11/2010,04/12/2010,N,04/16/2010,04/15/2012,04/12/2010,04/12/2010,AAC,08/02/2010,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
2124546-20111018,2124546,367131,1,R & N BAVARIAN MOTORS CORPORATION,R & N BAVARIAN MOTORS CORPORATION,27 N MAY ST 1ST,CHICAGO,IL,60607,25,7,25-7,12,1569,Motor Vehicle Repair : Engine Only (Class II),,,2124546,ISSUE,10/18/2011,10/18/2011,10/18/2011,N,10/18/2011,11/15/2013,10/18/2011,10/18/2011,AAC,12/29/2012,,41.88250996,-87.655403589,"(41.88250995979769, -87.65540358932888)"
1938866-20100416,2020664,338741,1,"MIDCAP FINANCIAL SERVICES, LLC","MIDCAP FINANCIAL, LLC",190 S LA SALLE ST  1220,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1938866,RENEW,,02/11/2010,03/01/2010,N,04/16/2010,04/15/2012,03/01/2010,03/02/2010,AAC,10/13/2011,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
1680212-20080916,1917912,60420,4,"AECOM TECHNICAL SERVICES, INC.",EARTH TECH INC,10 S RIVERSIDE PLZ  1900,CHICAGO,IL,60606,42,12,42-12,1,1010,Limited Business License,,,1680212,RENEW,,07/15/2008,08/28/2008,N,09/16/2008,09/15/2010,08/28/2008,08/29/2008,AAC,07/23/2010,,41.881664289,-87.638887444,"(41.881664289382925, -87.63888744408949)"
1892015-20100416,2020375,327454,1,CONVERGENT CAPITAL MANAGEMENT LLC,CONVERGENT CAPITAL MANAGEMENT LLC,190 S LA SALLE ST 28TH 2800,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1892015,RENEW,,02/11/2010,02/19/2010,N,04/16/2010,04/15/2012,02/19/2010,02/22/2010,AAC,07/26/2011,,41.879430756,-87.632439369,"(41.879430756163174, -87.6324393694403)"
2158380-20140916,2347952,373093,1,SPICA BEAUTY LLC,SPA ANJOU,724 S DEARBORN ST 1ST,CHICAGO,IL,60605,4,54,4-54,1,1010,Limited Business License,,,2158380,RENEW,,07/15/2014,08/02/2014,N,09/16/2014,09/15/2016,08/02/2014,08/04/2014,AAC,03/10/2016,,41.872845704,-87.629296876,"(41.87284570424753, -87.62929687579427)"
1221650-20031116,1437959,223057,1,MARIA J DIMAS,THE DIMAS GROUP,68 E WACKER PL,CHICAGO,IL,60601,42,9,42-9,1,1010,Limited Business License,,,1221650,RENEW,,09/26/2003,11/18/2003,N,11/16/2003,11/15/2004,11/18/2003,11/19/2003,AAC,02/17/2004,,41.886923068,-87.625277939,"(41.88692306764254, -87.62527793861675)"
1801631-20120216,2131936,252338,3,"ALIS CONSULTING SERVICES, LLC","ALIS CONSULTING SERVICE, LLC",1346 S INDIANA PKWY 1ST,CHICAGO,IL,60605,3,60,3-60,1,1012,Home Occupation,,,1801631,RENEW,,12/15/2011,01/11/2012,N,02/16/2012,02/15/2014,01/11/2012,01/12/2012,AAC,12/29/2012,,41.864483113,-87.623536781,"(41.86448311325555, -87.62353678100052)"
2500810-20161121,2500810,411669,1,"WARRANTY LOGISTICS, LLC","WARRANTY LOGISTICS, LLC",24 E RANDOLPH ST  B,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,652,Electronic Equipment Repair,2500810,ISSUE,11/18/2016,11/18/2016,11/18/2016,N,11/21/2016,12/15/2018,11/18/2016,11/21/2016,AAC,04/13/2017,1,41.884603292,-87.627044446,"(41.884603291717234, -87.6270444458474)"
1119337-20051116,1629228,32250,2,WITHERSPOON MARKETING GROUP,WITHERSPOON MARKETING GROUP INC,407 S DEARBORN ST,CHICAGO,IL,60605,4,49,4-49,1,1010,Limited Business License,,,1119337,RENEW,,09/22/2005,11/24/2005,N,11/16/2005,11/15/2006,11/24/2005,11/25/2005,AAC,11/14/2006,,41.876699512,-87.629110665,"(41.87669951154698, -87.62911066501952)"
1938854-20081217,1938854,338729,1,"CHG MEDICAL STAFFING, INC.",AHR PHARMACY SOLUTIONS,29 S LA SALLE ST 1 454,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1938854,ISSUE,11/08/2008,12/16/2008,12/16/2008,N,12/17/2008,04/15/2010,12/16/2008,12/17/2008,AAC,05/05/2009,,41.881153094,-87.632195703,"(41.88115309380635, -87.63219570286168)"
1382532-20080916,1917547,36936,2,"THE BURLING GROUP, LTD.",THE BURLING GROUP LIMITED,191 N WACKER DR  2300,CHICAGO,IL,60606,42,9,42-9,1,1010,Limited Business License,,,1382532,RENEW,,07/15/2008,10/16/2008,N,09/16/2008,09/15/2010,10/16/2008,10/17/2008,AAC,01/20/2010,,41.8855345,-87.636676091,"(41.88553449994189, -87.63667609147453)"
1495734-20080516,1896480,66516,3,SKYLINE BUILDING SERVICES INC,SKYLINE BUILDING SERVICES INC,1302 W RANDOLPH ST,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,,,1495734,RENEW,,03/24/2008,11/12/2008,N,05/16/2008,05/15/2010,11/12/2008,11/13/2008,AAC,03/26/2009,,41.884319904,-87.659000202,"(41.88431990403164, -87.65900020151916)"
