restaurantID,name,location,reviewCount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
64OV1hQ46XWDflVOPWhUrQ,"Success Schools","Success Schools - The Loop - Chicago, IL",8,5,"Beauty and Spas, Hair Salons, Education, Specialty Schools, Cosmetology Schools, Barbers, METADATA","214 S Wabash Ave Chicago, IL 60604 Neighborhood: The Loop","Mon-Fri 9 am - 4 pm",Yes,Yes,,,,$,,,,,,,,,,,,,,http://www.successbarberschool.com/,"(312) 386-9100",5
66-K1gf6ToEqd_jo5iUvPA,"Opart Thai House","Opart Thai House - Near Southside - Chicago, IL",338,4,"Restaurants, Thai, METADATA","1906 S State St Chicago, IL 60606 Neighborhood: Near Southside","Mon-Thu, Sun 11 am - 10 pm Fri-Sat 11 am - 11 pm",Yes,Yes,Street,Casual,Yes,$,Yes,Yes,Yes,Yes,No,No,Dinner,"Full Bar",Average,Casual,No,Yes,Yes,http://www.opartthai.com,"(312) 567-9898",32
67w81wXIS2aRlfviFPlnZQ,Pizza-Ria,"Pizza-Ria - South Loop - Chicago, IL",8,4,"Restaurants, Pizza, METADATA","719 S State St (between Balbo Ave & Polk St) Chicago, IL 60605 Neighborhood: South Loop",,Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,No,No,,,No,,,,,No,http://paulyspizza.com/,"(312) 957-1111",2
6bDKfKmmO0WHygRLPSYhKg,"Mary Sears Children's Academy","Mary Sears Children's Academy - Near Southside - Chicago, IL",1,1,"Education, Preschools, Local Services, Child Care & Day Care, METADATA","1255 S State St (between Roosevelt Rd & 13th St) Chicago, IL 60605 Neighborhood: Near Southside","Mon-Fri 6 am - 6:30 pm",,Yes,,,,,,,,,,,,,,,,,,http://www.mary-sears-academy.com,"(312) 913-1234",17
6B_N8zx6PaAu7zCKhYVVLg,"Chase Tower","Chase Tower - The Loop - Chicago, IL",22,4,"Financial Services, Banks & Credit Unions, METADATA","21 S Clark St Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 732-1164",1
6cEDVFQWyc-vKUu9BkB9BA,"Christie's Restaurant","Christie's Restaurant - CLOSED - The Loop - Chicago, IL",2,4,"Add, METADATA","233 E Wacker Dr Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 856-1810",1
6cmVmhzc8zRg72TtEX_WPQ,Bombon,"Bombon - Near West Side - Chicago, IL",7,3,"Food, Bakeries, METADATA","36 S Ashland Ave Chicago, IL 60606 Neighborhoods: Near West Side, West Loop",,,Yes,,,,$$$,,,,,,,,,,,,,Yes,http://www.bomboncafe.com,"(312) 798-6888",1
6DlntlLnsPcosfCoyd6T1Q,"Anna George Hair Salon","Anna George Hair Salon - The Loop - Chicago, IL",67,3,"Beauty and Spas, Nail Salons, Hair Salons, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,No,Yes,Garage,,,$$,,,,,,,,,,,,,Yes,http://www.annageorgesalon.com,"(312) 856-0252",103
6gAj-qu9O6iO8_JhLVyclw,"Creative Circle","Creative Circle - The Loop - Chicago, IL",28,2,"Professional Services, Employment Agencies, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.creativecircle.com,"(312) 329-9990",33
6gUP88UsbQIYeiHT4HQGAQ,"Time Out Chicago","Time Out Chicago - The Loop - Chicago, IL",24,4,"Mass Media, Print Media, METADATA","247 S State St 17th FL Chicago, IL 60604 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.timeoutchicago.com,"(877) 843-8862",1
6h5fsLQxZFHVtoaYMvUgjw,"West Egg Cafe","West Egg Cafe - CLOSED - The Loop - Chicago, IL",12,3,"Restaurants, METADATA","66 E Washington St (between Clark St & Dearborn St) Chicago, IL 60602 Neighborhood: The Loop",,Yes,Yes,Street,Casual,No,$,No,No,,Yes,No,,,,,,,,No,,"(312) 236-3322",0
6HxlGhgqNKN-KcoKuGegvA,"PureBeauty Beauty Bar & Boutique","PureBeauty Beauty Bar & Boutique - The Loop - Chicago, IL",7,5,"Beauty and Spas, Nail Salons, Hair Salons, Day Spas, METADATA","111 N State St 1st Floor (between Court Pl & Washington St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 10 am - 8 pm Sat 10 am - 7 pm Sun 10 am - 6 pm",,Yes,,,,$$$,,,,,,,,,,,,,,http://www.premiersalons.com/purebâ€¦,"(312) 781-5294",1
6i-c2rhUQasTgHu0f6mAOw,Crocs,"Crocs - The Loop - Chicago, IL",12,4,"Shopping, Fashion, Shoe Stores, METADATA","123 S State St (between Marble Pl & Monroe St) Chicago, IL 60603 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.crocs.com/,"(312) 658-0448",0
6jTzrKHZwk9WbGOd3EepJQ,"Bert Green Fine Art","Bert Green Fine Art - The Loop - Chicago, IL",4,5,"Arts & Entertainment, Art Galleries, Shopping, METADATA","8 S Michigan Ave Ste 1220 (between Madison St & Monroe St) Chicago, IL 60603 Neighborhood: The Loop","Wed-Fri 12 pm - 6 pm Sat 12 pm - 5 pm",No,,,,,$$$,,,,,,,,,,,,,Yes,http://www.bgfa.us/,"(312) 434-7544",0
6JWDv4Od4LUr4UvbKuai6A,"Chicago Locksmith","Chicago Locksmith - The Loop - Chicago, IL",7,4,"Home Services, Keys & Locksmiths, METADATA","212 W Randolph St (between Franklin St & Wells St) Chicago, IL 60606 Neighborhood: The Loop",,,Yes,,,,,,,,,,,,,,,,,,http://www.chicago-locksmiths.net/,"(312) 281-2093",1
6KPItRRz_F8kpDnjHlXAtQ,"Exposure Restaurant & Lounge","Exposure Restaurant & Lounge - CLOSED - Near Southside - Chicago, IL",50,3,"Restaurants, American (New), Arts & Entertainment, Music Venues, Nightlife, METADATA","1315 S Wabash Avenue (between 13th St & 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,No,Yes,"Street, Valet",Casual,Yes,$$$,Yes,No,Yes,Yes,Yes,,Dinner,"Full Bar",,,,,No,http://www.exposurerestaurants.com,"(312) 662-1082",7
6LpFeZ9DTfEJR8_M_EtSwA,"Metropolitan Club Fitness Center","Metropolitan Club Fitness Center - The Loop - Chicago, IL",1,3,"Active Life, Fitness & Instruction, Trainers, Gyms, METADATA","233 S Wacker Dr Ste 5000 (between Adams St & Wells St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 5 am - 8 pm",,,,,,,,,,,,,,,,,,,,http://www.metclubchicago.com,"(312) 875-9400",1
6NEl8sGhKll5UMfYJgkbHw,"Young Ah Ri Law Office","Young Ah Ri Law Office - The Loop - Chicago, IL",1,5,"Professional Services, Lawyers, Immigration Law, METADATA","33 N La Salle St Ste 2020 (between Washington St & Calhoun Pl) Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 9 am - 5 pm",,,,,,,,,,,,,,,,,,,,,"(312) 580-0623",5
6QRmthF8jBUfSMDtx529SA,"The Garden Restaurant","The Garden Restaurant - The Loop - Chicago, IL",16,4,"Restaurants, American (New), METADATA","111 S Michigan Ave The Art Institute of Chicago (between Adams St & Monroe St) Chicago, IL 60603 Neighborhood: The Loop",,Yes,Yes,Garage,Casual,Yes,$$,Yes,No,No,Yes,Yes,,Lunch,"Full Bar",Loud,,,,Yes,http://www.artic.edu/aic/visitor_iâ€¦,"(312) 553-9675",2
6RObl38FhMoUz3N7EUp3LQ,"French Quarter Restaurant","French Quarter Restaurant - Chicago, IL",1,4,"Restaurants, French, METADATA","17 E Monroe St Lbby Chicago, IL 60603",,,,,,,,,,,,,,,,,,,,,,"(312) 726-7500",0
6TERAgS-B0qwxDT-X6NTdw,"Christina Kromkowski,  DDS","Christina Kromkowski,  DDS - The Loop - Chicago, IL",7,4,"Health and Medical, Dentists, General Dentistry, METADATA","150 N Wacker Dr Ste 1320 (between Adams St & Randolph St) Chicago, IL 60606 Neighborhood: The Loop","Mon-Fri 8 am - 4 pm",,,,,,,,,,,,,,,,,,,,http://www.downtownchicagodentist.â€¦,"(312) 781-0700",2
6tQydtMOQa810aixX5bjSg,7-Eleven,"7-Eleven - Printer's Row - Chicago, IL",5,3,"Food, Grocery, METADATA","600 S Dearborn St Ste 2 Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop",,,Yes,,,,$,,,,,,,,,,,,,Yes,http://www.7-eleven.com,"(312) 987-1041",0
6uHZp2gEACbXPahtjLdibw,"Bank of America","Bank of America - The Loop - Chicago, IL",3,5,"Financial Services, Banks & Credit Unions, Home Services, Real Estate, Mortgage Brokers, METADATA","2 S Michigan Ave Chicago, IL 60603 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.bankofamerica.com,"(312) 580-1976",0
6V-_fOaVf_JKGWxA4PvDDA,Bennigan's,"Bennigan's - CLOSED - The Loop - Chicago, IL",26,3,"Restaurants, METADATA","225 N Michigan Avenue (between Lake St & Wacker Pl) Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$$,,,Yes,Yes,No,,,,,,,,Yes,,"(312) 938-9080",3
6v0fFTgZgtlgekrCS5rXaw,"Bongiorno Joseph A, MD","Bongiorno Joseph A, MD - The Loop - Chicago, IL",2,5,"Health and Medical, Doctors, Psychiatrists, METADATA","30 N Michigan Ave Ste 1609 Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 782-6319",0
6VbLHREcaWymbKU5ThXaJw,"Feeding America","Feeding America - The Loop - Chicago, IL",7,4,"Local Services, Community Service/Non-Profit, METADATA","35 E Wacker Dr Ste 2000 (between Wabash Ave & Lower Wacker Dr) Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,,,,,,,,,,,,,,,,,http://feedingamerica.org/,"(312) 332-9734",0
6vGS-LUGKJ7_nftp_GSuaA,WUSN-FM/US99.5,"WUSN-FM/US99.5 - Chicago, IL",1,4,"Mass Media, Radio Stations, METADATA","2 Prudential Plz Ste 1000 Chicago, IL 60601",,,,,,,,,,,,,,,,,,,,,http://www.us99.com,"(312) 649-0099",2
6w_woCxEU6JECjr1AimYqQ,"Krubeck Kimberly, DDS","Krubeck Kimberly, DDS - The Loop - Chicago, IL",2,5,"Health and Medical, Dentists, General Dentistry, METADATA","25 E Washington St (between State St & Holden Ct) Chicago, IL 60602 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 726-3622",1
6Xbh41PvEtxzibI_FufiWg,"Pizzahut Express","Pizzahut Express - Near West Side - Chicago, IL",3,3,"Restaurants, Pizza, METADATA","225 S Canal Street Chicago, IL 60606 Neighborhood: Near West Side",,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,,,No,Average,,No,No,Yes,,"(312) 441-9445",2
6XVrXot96T7oRFPFHb4nNA,"The South Loop Blues","The South Loop Blues - Printer's Row - Chicago, IL",1,2,"Local Services, METADATA","666 S. Dearborn (between Harrison St & Polk St) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop",,,,,,,,,,,,,,,,,,,,,http://www.thesouthloopblues.com,,0
6YF0rFSv9SgLkLAfI_g_dg,"Second Glass Wine Riot","Second Glass Wine Riot - Near West Side - Chicago, IL",9,4,"Arts & Entertainment, Festivals, METADATA","225 S Canal St (between Adams St & Milwaukee Ave) Chicago, IL 60606 Neighborhood: Near West Side",,No,,,,,,,,,,,,,,,,,,,http://secondglass.com/wineriot/châ€¦,,1
6_PHtHLhghGESuxTc47SGg,"Benefit Brow Bar","Benefit Brow Bar - The Loop - Chicago, IL",24,4,"Beauty and Spas, METADATA","111 N State St (between Washington St & Court Pl) Chicago, IL 60602 Neighborhood: The Loop","Mon-Sat 10 am - 8 pm Sun 11 am - 6 pm",,Yes,Garage,,,$$,,,,,,,,,,,,,Yes,http://www.macys.com/catalog/indexâ€¦,"(312) 781-1000",11
70iaqce41qW6C_KU-yb4Jw,"7 Eleven","7 Eleven - South Loop - Chicago, IL",4,4,"Food, Convenience Stores, METADATA","535 S State St (between Congress Pky & Harrison St) Chicago, IL 60605 Neighborhood: South Loop",,,Yes,Street,,,$,,,,,,,,,,,,,,http://www.7-eleven.com,"(312) 765-0234",1
70WOznUwoZAoPKF9AQjlVg,"Urban East","Urban East - The Loop - Chicago, IL",1,1,"Add, METADATA","420 E Waterside Dr Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,,"(312) 938-4200",1
745eW4lDLWSCp61z5e0LjQ,"Dearborn Park","Dearborn Park - South Loop - Chicago, IL",2,4,"Add, METADATA","865 S Park Ter Chicago, IL 60605 Neighborhood: South Loop",,,,,,,,,,,,,,,,,,,,,http://www.chicagoparkdistrict.comâ€¦,"(312) 742-7648",0
74GJhQVpEYbBHrZ1hK-kag,"Oysy Japanese Sushi Restaurant","Oysy Japanese Sushi Restaurant - South Loop - Chicago, IL",220,4,"Restaurants, Japanese, Sushi Bars, METADATA","888 S Michigan Ave Unit 403 (between 8th St & 9th St) Chicago, IL 60605 Neighborhood: South Loop",,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,Dinner,"Full Bar",Average,Trendy,Yes,,Yes,http://www.oysysushi.com/,"(312) 922-1127",30
79PQhyLMS3fha-NMeDKbHg,"Popeye's Famous Fried Chicken","Popeye's Famous Fried Chicken - The Loop - Chicago, IL",2,4,"Restaurants, METADATA","201 N Clark Street Chicago, IL 60601 Neighborhood: The Loop",,,Yes,,Casual,,$,No,,Yes,No,,,,,,,,,,,"(312) 201-1500",1
7a9BG-eTJahBhyhqKqba5w,Vivere,"Vivere - The Loop - Chicago, IL",62,4,"Restaurants, Italian, METADATA","71 W Monroe St (between Michigan Ave & Wabash Ave) Chicago, IL 60603 Neighborhood: The Loop","Mon-Thu 10:30 am - 10 pm Fri 10:30 am - 11 pm Sat 5 pm - 11 pm",No,Yes,Valet,Dressy,Yes,$$$,Yes,No,No,Yes,No,Free,Dinner,"Full Bar",Quiet,Intimate,No,No,Yes,http://vivere-chicago.com/,"(312) 332-4040",17
7acqCZbZfoef4BHqPExHtA,"Gino's East Sports Bar","Gino's East Sports Bar - Printer's Row - Chicago, IL",47,4,"Restaurants, Pizza, Nightlife, Bars, Sports Bars, METADATA","521 S Dearborn St (between Harrison St & Congress Pky) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop","Mon-Wed, Sun 11 am - 12 am Thu-Sat 11 am - 2 am",No,Yes,"Street, Valet",Casual,Yes,$$,No,Yes,Yes,Yes,Yes,No,"Late Night, Dinner","Full Bar",Average,"Hipster, Trendy, Casual",Yes,No,Yes,http://ginoseastsportsbar.com/,"(312) 939-1818",16
7AkG2duYnqJPQA6Rgdl6-w,"The Yelp Useful Button","The Yelp Useful Button - Chicago, IL",1,1,"Professional Services, METADATA","777 Clickme Blvd Chicago, IL 60603",,,,,,,,,,,,,,,,,,,,,,,0
7cHaoUstb6ozaYt6dJYYHw,"Simply Greens","Simply Greens - Near West Side - Chicago, IL",13,2,"Restaurants, Sandwiches, METADATA","500 W Madison St Chicago, IL 60606 Neighborhood: Near West Side",,,Yes,,,,$$,,,,,,,,,,,,,Yes,,,4
7DFfcYoO5B3S9nhgxgOHWQ,"The Gap","The Gap - CLOSED - The Loop - Chicago, IL",6,4,"Shopping, Fashion, Men's Clothing, Women's Clothing, METADATA","70 W Madison St (between Garland Ct & Michigan Ave) Chicago, IL 60602 Neighborhood: The Loop",,,Yes,,,,$$,,,,,,,,,,,,,Yes,http://www.gap.com,"(312) 263-1947",0
7DifqTEQZq2UVMPioKU0fw,"Millennium Park Medical Spa","Millennium Park Medical Spa - The Loop - Chicago, IL",58,4,"Beauty and Spas, Medical Spas, Health and Medical, Massage, METADATA","122 S Michigan Ave Ste 1770 (between Monroe St & Adams St) Chicago, IL 60603 Neighborhood: The Loop","Mon, Wed, Fri 10 am - 7 pm Sat 10 am - 6 pm",,Yes,"Garage, Street",,,$$,,,,,,,,,,,,,Yes,http://www.mpmedspa.com,"(312) 651-6630",15
7dqsx2p9XepsT-vzrumNUg,"Love & Promise Jewelers","Love & Promise Jewelers - The Loop - Chicago, IL",10,5,"Shopping, Jewelry, METADATA","Chicago Landmark Diamond Center 1 N Wabash Ave, Ste B2/B3 Chicago, IL 60602","Mon-Fri 10 am - 6 pm Sat 10 am - 5 pm",,Yes,"Street, Valet",,,$$,,,,,,,,,,,,,Yes,http://www.loveandpromisejewelers.â€¦,"(312) 726-1348",22
7Ees_Pd8ehKBMAtFzjPpyQ,"Wow Bao","Wow Bao - The Loop - Chicago, IL",255,4,"Restaurants, Chinese, Asian Fusion, METADATA","1 W Wacker Dr Ste 107 (at Wabash Ave) Chicago, IL 60601 Neighborhood: The Loop","Mon-Fri 8 am - 9 pm Sat 11 am - 9 pm Sun 12 pm - 6 pm",Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,Yes,Free,Lunch,No,Average,Casual,No,Yes,Yes,http://www.wowbao.com,"(312) 658-0305",14
7elMK1K1_RAYXIrwqr_7fw,"Indian Express","Indian Express - The Loop - Chicago, IL",9,2,"Restaurants, Pakistani, Indian, METADATA","120 N Wells Street Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$,Yes,No,Yes,No,,,,No,,,,,Yes,,"(312) 251-1770",2
7EPdAZM3oRuEqOdmiKsudA,"Crain's 10 Things To Do This Weekend","Crain's 10 Things To Do This Weekend - The Loop - Chicago, IL",1,4,"Local Flavor, Mass Media, METADATA","360 N. Michigan Ave. (between Wacker Dr & Lower Wacker Dr) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://www.chicagobusiness.com,,0
7eQfduUHQS24-e8qm4xG5Q,"Protein Bar","Protein Bar - Near West Side - Chicago, IL",4,3,"Food, Juice Bars & Smoothies, METADATA","10 S Clinton St Chicago, IL 60606 Neighborhood: Near West Side",,,Yes,,,,$,,,,,,,,,,,,,,http://www.proteinbarchicago.com,"(312) 612-5445",1
7eRnlfZnXvsZ3M2NbddDdg,"Bionda To Go","Bionda To Go - CLOSED - The Loop - Chicago, IL",13,4,"Restaurants, Italian, METADATA","400 S Financial Pl (between Van Buren St & Congress Pky) Chicago, IL 60605 Neighborhood: The Loop",,No,Yes,,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,,No,,Yes,,"(312) 435-0400",3
7f8uMBclWJTeFilXcLpYxQ,"Exquisite Nail Boutique","Exquisite Nail Boutique - The Loop - Chicago, IL",20,4,"Beauty and Spas, Nail Salons, METADATA","17 N Wabash Ste 550 Chicago, IL 60602 Neighborhood: The Loop","Tue-Fri 9 am - 7 pm Sat 9 am - 5 pm",,Yes,"Street, Valet",,,$$$,,,,,,,,,,,,,Yes,http://www.ExquisiteNailBoutique.câ€¦,"(312) 263-0330",8
7HkdXqAPiujN4CIQvPcw4Q,"Ruby of Siam","Ruby of Siam - The Loop - Chicago, IL",106,4,"Restaurants, Thai, METADATA","170 W Washington St (between La Salle St & Wells St) Chicago, IL 60602 Neighborhood: The Loop","Mon-Thu 10:30 am - 9 pm Fri 10:30 am - 10 pm Sat 12 pm - 10 pm",Yes,Yes,Street,Casual,Yes,$$,No,Yes,Yes,Yes,No,,Lunch,No,Average,Casual,No,Yes,Yes,http://www.rubyofsiamchicago.com,"(312) 609-0000",11
7j0YiQZu-eQBoFgFnCzLDQ,"Prairie Avenue Bookshop","Prairie Avenue Bookshop - CLOSED - The Loop - Chicago, IL",10,5,"Shopping, Books, Mags, Music and Video, Bookstores, METADATA","418 S Wabash Ave (between Congress Pky & Van Buren St) Chicago, IL 60605 Neighborhood: The Loop",,,,,,,$$$,,,,,,,,,,,,,,http://www.pabook.com/,"(312) 922-8311",0
7JJc3FxIjASbBCqwdUjeRg,"Chicago Kernel Gourmet Popcorn","Chicago Kernel Gourmet Popcorn - The Loop - Chicago, IL",8,5,"Restaurants, Fast Food, Food, Specialty Food, METADATA","151 N Michigan Ave Unit C-40 (at Randolph St) Chicago, IL 60601 Neighborhood: The Loop","Mon-Fri 7 am - 8 pm",Yes,Yes,,,,,No,No,Yes,No,No,,,No,,,,,,http://www.chicagokernel.com,"(312) 291-8950",3
7JmUWo4BDdUm3BQbp3e5tQ,"The Vault","The Vault - The Loop - Chicago, IL",11,4,"Restaurants, American (New), METADATA","135 S La Salle St (between Adams St & Marble Pl) Chicago, IL 60603 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,No,"Lunch, Breakfast",No,Average,,No,,Yes,,"(312) 332-3325",2
7JteYLXKP3QHgZ8pu7gfKQ,"Pet Particulars","Pet Particulars - CLOSED - Near Southside - Chicago, IL",2,4,"Pets, Pet Stores, METADATA","1329 S Michigan Ave (between 13th St & 14th St) Chicago, IL 60605 Neighborhood: Near Southside",,,,,,,,,,,,,,,,,,,,,http://www.petparticulars.com,,1
7KX0ZvI7j6S3nNMXelrllw,"Kingoberry Frozen Yogurt","Kingoberry Frozen Yogurt - Printer's Row - Chicago, IL",17,3,"Food, Ice Cream & Frozen Yogurt, METADATA","555 S Dearborn St (between Congress Pky & Harrison St) Chicago, IL 60605 Neighborhoods: Printer's Row, South Loop","Mon-Sun 11 am - 10 pm",,Yes,Street,,,$,,,,,,,,,,,,,Yes,http://kingoberry.com,"(312) 554-8158",2
7MGIJ-_nVHyD3EIRGGlNog,"Prudential Plaza","Prudential Plaza - The Loop - Chicago, IL",7,5,"Home Services, Real Estate, METADATA","180 N Stetson Ave (between Lake St & Randolph St) Chicago, IL 60601 Neighborhood: The Loop",,,,,,,,,,,,,,,,,,,,,http://pruplaza.bentleyforbes.com,"(312) 565-6700",0
7nKa_g-y3VqoyuBP2bHahA,"Corner Bakery Cafe","Corner Bakery Cafe - The Loop - Chicago, IL",14,3,"Food, Bakeries, Restaurants, Sandwiches, Cafes, METADATA","120 S La Salle St (between Marble Pl & Adams St) Chicago, IL 60603 Neighborhood: The Loop","Mon-Fri 6:30 am - 5 pm",Yes,,,Casual,Yes,$,,,Yes,,,,,,,,,,,http://www.cornerbakerycafe.com,"(312) 269-9100",1
7NyqiK-2WV4wZ5N7-b4oqg,Friend-Whoring,"Friend-Whoring - The Loop - Chicago, IL",1,1,"Add, METADATA","The Internet Chicago, IL 60606",,,,,,,,,,,,,,,,,,,,,,,0
7O5kbUUGD8hTODAFUMwRLw,"Courtway Restaurant","Courtway Restaurant - The Loop - Chicago, IL",19,4,"Restaurants, American (Traditional), METADATA","29 S La Salle St (between Arcade Pl & Monroe St) Chicago, IL 60603 Neighborhood: The Loop",,Yes,No,Street,Casual,Yes,$,No,No,Yes,Yes,No,,Lunch,No,Average,,No,,Yes,,"(312) 332-8519",4
7OdQ5RCym_Vmzz4RKQ92Hg,"Mon Ami Jewelry","Mon Ami Jewelry - The Loop - Chicago, IL",5,5,"Shopping, Jewelry, METADATA","23 N Wabash Ave Chicago, IL 60602 Neighborhood: The Loop","Mon-Fri 10 am - 6 pm Sat 10 am - 5 pm",,Yes,"Garage, Street, Valet",,,$$,,,,,,,,,,,,,Yes,http://www.monamijewelry.com,"(312) 425-1344",96
7oOLIcZ2EW_eendvv5bwuA,"Pritzker Park","Pritzker Park - The Loop - Chicago, IL",3,2,"Active Life, Parks, METADATA","344 S State Street State and Van Buren (between Jackson Blvd & Van Buren St) Chicago, IL 60604 Neighborhood: The Loop",,Yes,,,,,,,,,,,,,,,,,,,,,0
7PF3v2I9FF_ow_mklrEjoQ,"L.A.T.E. Ride","L.A.T.E. Ride - The Loop - Chicago, IL",32,4,"Nightlife, Active Life, Fitness & Instruction, Local Flavor, METADATA","55 E Washington Ste 1911 Chicago, IL 60605 Neighborhood: The Loop",,Yes,Yes,"Garage, Street",,Yes,$$,,,,,Yes,,,No,Quiet,,No,,No,http://www.lateride.org,"(773) 918-7433",15
7QbiMMoxyre9CMC66Y_h0A,"Signature Segway Tours","Signature Segway Tours - The Loop - Chicago, IL",24,2,"Hotels & Travel, Tours, METADATA","310 S Michigan Ave (between Jackson Dr & Van Buren St) Chicago, IL 60604 Neighborhood: The Loop","Mon-Tue, Thu-Fri 8 am - 9 pm Wed, Sat 8 am - 11 pm",,,,,,,,,,,,,,,,,,,,http://signaturesegwaytours.com/,"(312) 479-2818",24
7QFwP0fM7jNA7a6ors-egQ,"Quicksilver Floor","Quicksilver Floor - The Loop - Chicago, IL",1,5,"Home Services, Flooring, METADATA","200 W Madison St (between Franklin St & Wells St) Chicago, IL 60606 Serving Chicago and surrounding area Neighborhood: The Loop","Mon-Sat 7 am - 8 pm",,Yes,,,,,,,,,,,,,,,,,,http://www.quicksilverfloor.com,"(312) 719-5229",7
7t91PqHRTp-bIvhUqtfGrw,"Qdoba Mexican Grill","Qdoba Mexican Grill - The Loop - Chicago, IL",7,3,"Restaurants, Tex-Mex, Mexican, METADATA","328 N Michigan Ave (between Wacker Pl & Macchesneyer Dr) Chicago, IL 60601 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,No,,No,Loud,,Yes,Yes,,http://www.qdoba.com,"(312) 419-8434",0
7ta8vOMX7bvuQCtioRHuIA,"Kriser's - For Your Pet's All-Natural Life","Kriser's - For Your Pet's All-Natural Life - South Loop - Chicago, IL",81,4,"Pets, Pet Stores, Pet Services, Pet Groomers, METADATA","1103 S State St (between 11th St & Roosevelt Rd) Chicago, IL 60605 Neighborhood: South Loop","Mon-Fri 9 am - 8 pm Sat-Sun 10 am - 7 pm",,,,,,,,,,,,,,,,,,,,http://www.krisers.com,"(312) 765-8883",23
7tSYZrg-1hcOEBX7LYZfbw,"Sapan Ahuja Photography","Sapan Ahuja Photography - South Loop - Chicago, IL",3,5,"Event Planning & Services, Photographers, METADATA","Chicago, IL 60605",,,,,,,,,,,,,,,,,,,,,http://www.sapanahuja.com,"(815) 793-2032",4
7tWRpnfuqXRnG9m6oU2CSw,"Thai Spoon","Thai Spoon - South Loop - Chicago, IL",117,3,"Restaurants, Thai, METADATA","601 S Wabash Ave (between Harrison St & Balbo Ave) Chicago, IL 60605 Neighborhood: South Loop","Mon-Fri 10:30 am - 10 pm Sat 11:30 am - 10 pm Sun 12 pm - 9 pm",Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner","Full Bar",Average,Casual,Yes,No,Yes,http://www.thaispoonsushi.com,"(312) 427-9470",10
7T_5XiktNAS_YfIgQmZVhQ,"Jay Pritzker Pavilion","Jay Pritzker Pavilion - The Loop - Chicago, IL",88,5,"Arts & Entertainment, Music Venues, Nightlife, Stadiums & Arenas, METADATA","201 E Randolph St Millennium Park (at Stetson Ave) Chicago, IL 60601 Neighborhood: The Loop","Mon-Sun 6 am - 11 pm",Yes,No,Garage,,Yes,$,,,,,Yes,,,No,Average,Casual,No,,Yes,http://www.millenniumpark.org/artaâ€¦,,10
7UKAxVZZrr0S_SSJOPpcCg,"Market Creations","Market Creations - The Loop - Chicago, IL",10,3,"Restaurants, Delis, METADATA","20 N Wacker Dr (between Arcade Pl & Dearborn St) Chicago, IL 60606 Neighborhood: The Loop",,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,"Lunch, Breakfast",No,Average,,No,,Yes,,"(312) 629-4920",3
